year,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan,filingStatus
1959,0.74,70000,80000,headOfHousehold
1959,0.76,80000,90000,headOfHousehold
1959,0.8,90000,100000,headOfHousehold
1959,0.83,100000,150000,headOfHousehold
1959,0.87,150000,200000,headOfHousehold
1959,0.9,200000,300000,headOfHousehold
1959,0.91,300000,,headOfHousehold
1959,0.2,0,4000,marriedFilingJointly
1959,0.22,4000,8000,marriedFilingJointly
1959,0.26,8000,12000,marriedFilingJointly
1959,0.3,12000,16000,marriedFilingJointly
1959,0.34,16000,20000,marriedFilingJointly
1959,0.38,20000,24000,marriedFilingJointly
1959,0.43,24000,28000,marriedFilingJointly
1959,0.47,28000,32000,marriedFilingJointly
1959,0.5,32000,36000,marriedFilingJointly
1959,0.53,36000,40000,marriedFilingJointly
1959,0.56,40000,44000,marriedFilingJointly
1959,0.59,44000,52000,marriedFilingJointly
1959,0.62,52000,64000,marriedFilingJointly
1959,0.65,64000,76000,marriedFilingJointly
1959,0.69,76000,88000,marriedFilingJointly
1959,0.72,88000,100000,marriedFilingJointly
1959,0.75,100000,120000,marriedFilingJointly
1959,0.78,120000,140000,marriedFilingJointly
1959,0.81,140000,160000,marriedFilingJointly
1959,0.84,160000,180000,marriedFilingJointly
1959,0.87,180000,200000,marriedFilingJointly
1959,0.89,200000,300000,marriedFilingJointly
1959,0.9,300000,400000,marriedFilingJointly
1959,0.91,400000,,marriedFilingJointly
1959,0.2,0,2000,marriedFilingSeparately
1959,0.22,2000,4000,marriedFilingSeparately
1959,0.26,4000,6000,marriedFilingSeparately
1959,0.3,6000,8000,marriedFilingSeparately
1959,0.34,8000,10000,marriedFilingSeparately
1959,0.38,10000,12000,marriedFilingSeparately
1959,0.43,12000,14000,marriedFilingSeparately
1959,0.47,14000,16000,marriedFilingSeparately
1959,0.5,16000,18000,marriedFilingSeparately
1959,0.53,18000,20000,marriedFilingSeparately
1959,0.56,20000,22000,marriedFilingSeparately
1959,0.59,22000,26000,marriedFilingSeparately
1959,0.62,26000,32000,marriedFilingSeparately
1959,0.65,32000,38000,marriedFilingSeparately
1959,0.69,38000,44000,marriedFilingSeparately
1959,0.72,44000,50000,marriedFilingSeparately
1959,0.75,50000,60000,marriedFilingSeparately
1959,0.78,60000,70000,marriedFilingSeparately
1959,0.81,70000,80000,marriedFilingSeparately
1959,0.84,80000,90000,marriedFilingSeparately
1959,0.87,90000,100000,marriedFilingSeparately
1959,0.89,100000,150000,marriedFilingSeparately
1959,0.9,150000,200000,marriedFilingSeparately
1959,0.91,200000,,marriedFilingSeparately
1959,0.2,0,2000,single
1959,0.22,2000,4000,single
1959,0.26,4000,6000,single
1959,0.3,6000,8000,single
1959,0.34,8000,10000,single
1959,0.38,10000,12000,single
1959,0.43,12000,14000,single
1959,0.47,14000,16000,single
1959,0.5,16000,18000,single
1959,0.53,18000,20000,single
1959,0.56,20000,22000,single
1959,0.59,22000,26000,single
1959,0.62,26000,32000,single
1959,0.65,32000,38000,single
1959,0.69,38000,44000,single
1959,0.72,44000,50000,single
1959,0.75,50000,60000,single
1959,0.78,60000,70000,single
1959,0.81,70000,80000,single
1959,0.84,80000,90000,single
1959,0.87,90000,100000,single
1959,0.89,100000,150000,single
1959,0.9,150000,200000,single
1959,0.91,200000,,single
1958,0.2,0,2000,headOfHousehold
1958,0.21,2000,4000,headOfHousehold
1958,0.24,4000,6000,headOfHousehold
1958,0.26,6000,8000,headOfHousehold
1958,0.3,8000,10000,headOfHousehold
1958,0.32,10000,12000,headOfHousehold
1958,0.36,12000,14000,headOfHousehold
1958,0.39,14000,16000,headOfHousehold
1958,0.42,16000,18000,headOfHousehold
1958,0.43,18000,20000,headOfHousehold
1958,0.47,20000,22000,headOfHousehold
1958,0.49,22000,24000,headOfHousehold
1958,0.52,24000,28000,headOfHousehold
1958,0.54,28000,32000,headOfHousehold
1958,0.58,32000,38000,headOfHousehold
1958,0.62,38000,44000,headOfHousehold
1958,0.66,44000,50000,headOfHousehold
1958,0.68,50000,60000,headOfHousehold
1958,0.71,60000,70000,headOfHousehold
1958,0.74,70000,80000,headOfHousehold
1958,0.76,80000,90000,headOfHousehold
1958,0.8,90000,100000,headOfHousehold
1958,0.83,100000,150000,headOfHousehold
1958,0.87,150000,200000,headOfHousehold
1958,0.9,200000,300000,headOfHousehold
1958,0.91,300000,,headOfHousehold
1958,0.2,0,4000,marriedFilingJointly
1958,0.22,4000,8000,marriedFilingJointly
1958,0.26,8000,12000,marriedFilingJointly
1958,0.3,12000,16000,marriedFilingJointly
1958,0.34,16000,20000,marriedFilingJointly
1958,0.38,20000,24000,marriedFilingJointly
1958,0.43,24000,28000,marriedFilingJointly
1958,0.47,28000,32000,marriedFilingJointly
1958,0.5,32000,36000,marriedFilingJointly
1958,0.53,36000,40000,marriedFilingJointly
1958,0.56,40000,44000,marriedFilingJointly
1958,0.59,44000,52000,marriedFilingJointly
1958,0.62,52000,64000,marriedFilingJointly
1958,0.65,64000,76000,marriedFilingJointly
1958,0.69,76000,88000,marriedFilingJointly
1958,0.72,88000,100000,marriedFilingJointly
1958,0.75,100000,120000,marriedFilingJointly
1958,0.78,120000,140000,marriedFilingJointly
1958,0.81,140000,160000,marriedFilingJointly
1958,0.84,160000,180000,marriedFilingJointly
1958,0.87,180000,200000,marriedFilingJointly
1958,0.89,200000,300000,marriedFilingJointly
1958,0.9,300000,400000,marriedFilingJointly
1958,0.91,400000,,marriedFilingJointly
1958,0.2,0,2000,marriedFilingSeparately
1958,0.22,2000,4000,marriedFilingSeparately
1958,0.26,4000,6000,marriedFilingSeparately
1958,0.3,6000,8000,marriedFilingSeparately
1958,0.34,8000,10000,marriedFilingSeparately
1958,0.38,10000,12000,marriedFilingSeparately
1958,0.43,12000,14000,marriedFilingSeparately
1958,0.47,14000,16000,marriedFilingSeparately
1958,0.5,16000,18000,marriedFilingSeparately
1958,0.53,18000,20000,marriedFilingSeparately
1958,0.56,20000,22000,marriedFilingSeparately
1958,0.59,22000,26000,marriedFilingSeparately
1958,0.62,26000,32000,marriedFilingSeparately
1958,0.65,32000,38000,marriedFilingSeparately
1958,0.69,38000,44000,marriedFilingSeparately
1958,0.72,44000,50000,marriedFilingSeparately
1958,0.75,50000,60000,marriedFilingSeparately
1958,0.78,60000,70000,marriedFilingSeparately
1958,0.81,70000,80000,marriedFilingSeparately
1958,0.84,80000,90000,marriedFilingSeparately
1958,0.87,90000,100000,marriedFilingSeparately
1958,0.89,100000,150000,marriedFilingSeparately
1958,0.9,150000,200000,marriedFilingSeparately
1958,0.91,200000,,marriedFilingSeparately
1958,0.2,0,2000,single
1958,0.22,2000,4000,single
1958,0.26,4000,6000,single
1958,0.3,6000,8000,single
1958,0.34,8000,10000,single
1958,0.38,10000,12000,single
1958,0.43,12000,14000,single
1958,0.47,14000,16000,single
1958,0.5,16000,18000,single
1958,0.53,18000,20000,single
1958,0.56,20000,22000,single
1958,0.59,22000,26000,single
1958,0.62,26000,32000,single
1958,0.65,32000,38000,single
1958,0.69,38000,44000,single
1958,0.72,44000,50000,single
1958,0.75,50000,60000,single
1958,0.78,60000,70000,single
1958,0.81,70000,80000,single
1958,0.84,80000,90000,single
1958,0.87,90000,100000,single
1958,0.89,100000,150000,single
1958,0.9,150000,200000,single
1958,0.91,200000,,single
1957,0.2,0,2000,headOfHousehold
1957,0.21,2000,4000,headOfHousehold
1957,0.24,4000,6000,headOfHousehold
1957,0.26,6000,8000,headOfHousehold
1957,0.3,8000,10000,headOfHousehold
1957,0.32,10000,12000,headOfHousehold
1957,0.36,12000,14000,headOfHousehold
1957,0.39,14000,16000,headOfHousehold
1957,0.42,16000,18000,headOfHousehold
1957,0.43,18000,20000,headOfHousehold
1957,0.47,20000,22000,headOfHousehold
1957,0.49,22000,24000,headOfHousehold
1957,0.52,24000,28000,headOfHousehold
1957,0.54,28000,32000,headOfHousehold
1957,0.58,32000,38000,headOfHousehold
1957,0.62,38000,44000,headOfHousehold
1957,0.66,44000,50000,headOfHousehold
1957,0.68,50000,60000,headOfHousehold
1957,0.71,60000,70000,headOfHousehold
1957,0.74,70000,80000,headOfHousehold
1957,0.76,80000,90000,headOfHousehold
1957,0.8,90000,100000,headOfHousehold
1957,0.83,100000,150000,headOfHousehold
1957,0.87,150000,200000,headOfHousehold
1957,0.9,200000,300000,headOfHousehold
1957,0.91,300000,,headOfHousehold
1957,0.2,0,4000,marriedFilingJointly
1957,0.22,4000,8000,marriedFilingJointly
1957,0.26,8000,12000,marriedFilingJointly
1957,0.3,12000,16000,marriedFilingJointly
1957,0.34,16000,20000,marriedFilingJointly
1957,0.38,20000,24000,marriedFilingJointly
1957,0.43,24000,28000,marriedFilingJointly
1957,0.47,28000,32000,marriedFilingJointly
1957,0.5,32000,36000,marriedFilingJointly
1957,0.53,36000,40000,marriedFilingJointly
1957,0.56,40000,44000,marriedFilingJointly
1957,0.59,44000,52000,marriedFilingJointly
1957,0.62,52000,64000,marriedFilingJointly
1957,0.65,64000,76000,marriedFilingJointly
1957,0.69,76000,88000,marriedFilingJointly
1957,0.72,88000,100000,marriedFilingJointly
1957,0.75,100000,120000,marriedFilingJointly
1957,0.78,120000,140000,marriedFilingJointly
1957,0.81,140000,160000,marriedFilingJointly
1957,0.84,160000,180000,marriedFilingJointly
1957,0.87,180000,200000,marriedFilingJointly
1957,0.89,200000,300000,marriedFilingJointly
1957,0.9,300000,400000,marriedFilingJointly
1957,0.91,400000,,marriedFilingJointly
1957,0.2,0,2000,marriedFilingSeparately
1957,0.22,2000,4000,marriedFilingSeparately
1957,0.26,4000,6000,marriedFilingSeparately
1957,0.3,6000,8000,marriedFilingSeparately
1957,0.34,8000,10000,marriedFilingSeparately
1957,0.38,10000,12000,marriedFilingSeparately
1957,0.43,12000,14000,marriedFilingSeparately
1957,0.47,14000,16000,marriedFilingSeparately
1957,0.5,16000,18000,marriedFilingSeparately
1957,0.53,18000,20000,marriedFilingSeparately
1957,0.56,20000,22000,marriedFilingSeparately
1957,0.59,22000,26000,marriedFilingSeparately
1957,0.62,26000,32000,marriedFilingSeparately
1957,0.65,32000,38000,marriedFilingSeparately
1957,0.69,38000,44000,marriedFilingSeparately
1957,0.72,44000,50000,marriedFilingSeparately
1957,0.75,50000,60000,marriedFilingSeparately
1957,0.78,60000,70000,marriedFilingSeparately
1957,0.81,70000,80000,marriedFilingSeparately
1957,0.84,80000,90000,marriedFilingSeparately
1957,0.87,90000,100000,marriedFilingSeparately
1957,0.89,100000,150000,marriedFilingSeparately
1957,0.9,150000,200000,marriedFilingSeparately
1957,0.91,200000,,marriedFilingSeparately
1957,0.2,0,2000,single
1957,0.22,2000,4000,single
1957,0.26,4000,6000,single
1957,0.3,6000,8000,single
1957,0.34,8000,10000,single
1957,0.38,10000,12000,single
1957,0.43,12000,14000,single
1957,0.47,14000,16000,single
1957,0.5,16000,18000,single
1957,0.53,18000,20000,single
1957,0.56,20000,22000,single
1957,0.59,22000,26000,single
1957,0.62,26000,32000,single
1957,0.65,32000,38000,single
1957,0.69,38000,44000,single
1957,0.72,44000,50000,single
1957,0.75,50000,60000,single
1957,0.78,60000,70000,single
1957,0.81,70000,80000,single
1957,0.84,80000,90000,single
1957,0.87,90000,100000,single
1957,0.89,100000,150000,single
1957,0.9,150000,200000,single
1957,0.91,200000,,single
1956,0.2,0,2000,headOfHousehold
1956,0.21,2000,4000,headOfHousehold
1956,0.24,4000,6000,headOfHousehold
1956,0.26,6000,8000,headOfHousehold
1956,0.3,8000,10000,headOfHousehold
1956,0.32,10000,12000,headOfHousehold
1956,0.36,12000,14000,headOfHousehold
1956,0.39,14000,16000,headOfHousehold
1956,0.42,16000,18000,headOfHousehold
1956,0.43,18000,20000,headOfHousehold
1956,0.47,20000,22000,headOfHousehold
1956,0.49,22000,24000,headOfHousehold
1956,0.52,24000,28000,headOfHousehold
1956,0.54,28000,32000,headOfHousehold
1956,0.58,32000,38000,headOfHousehold
1956,0.62,38000,44000,headOfHousehold
1956,0.66,44000,50000,headOfHousehold
1956,0.68,50000,60000,headOfHousehold
1956,0.71,60000,70000,headOfHousehold
1956,0.74,70000,80000,headOfHousehold
1956,0.76,80000,90000,headOfHousehold
1956,0.8,90000,100000,headOfHousehold
1956,0.83,100000,150000,headOfHousehold
1956,0.87,150000,200000,headOfHousehold
1956,0.9,200000,300000,headOfHousehold
1956,0.91,300000,,headOfHousehold
1956,0.2,0,4000,marriedFilingJointly
1956,0.22,4000,8000,marriedFilingJointly
1956,0.26,8000,12000,marriedFilingJointly
1956,0.3,12000,16000,marriedFilingJointly
1956,0.34,16000,20000,marriedFilingJointly
1956,0.38,20000,24000,marriedFilingJointly
1956,0.43,24000,28000,marriedFilingJointly
1956,0.47,28000,32000,marriedFilingJointly
1956,0.5,32000,36000,marriedFilingJointly
1956,0.53,36000,40000,marriedFilingJointly
1956,0.56,40000,44000,marriedFilingJointly
1956,0.59,44000,52000,marriedFilingJointly
1956,0.62,52000,64000,marriedFilingJointly
1956,0.65,64000,76000,marriedFilingJointly
1956,0.69,76000,88000,marriedFilingJointly
1956,0.72,88000,100000,marriedFilingJointly
1956,0.75,100000,120000,marriedFilingJointly
1956,0.78,120000,140000,marriedFilingJointly
1956,0.81,140000,160000,marriedFilingJointly
1956,0.84,160000,180000,marriedFilingJointly
1956,0.87,180000,200000,marriedFilingJointly
1956,0.89,200000,300000,marriedFilingJointly
1956,0.9,300000,400000,marriedFilingJointly
1956,0.91,400000,,marriedFilingJointly
1956,0.2,0,2000,marriedFilingSeparately
1956,0.22,2000,4000,marriedFilingSeparately
1956,0.26,4000,6000,marriedFilingSeparately
1956,0.3,6000,8000,marriedFilingSeparately
1956,0.34,8000,10000,marriedFilingSeparately
1956,0.38,10000,12000,marriedFilingSeparately
1956,0.43,12000,14000,marriedFilingSeparately
1956,0.47,14000,16000,marriedFilingSeparately
1956,0.5,16000,18000,marriedFilingSeparately
1956,0.53,18000,20000,marriedFilingSeparately
1956,0.56,20000,22000,marriedFilingSeparately
1956,0.59,22000,26000,marriedFilingSeparately
1956,0.62,26000,32000,marriedFilingSeparately
1956,0.65,32000,38000,marriedFilingSeparately
1956,0.69,38000,44000,marriedFilingSeparately
1956,0.72,44000,50000,marriedFilingSeparately
1956,0.75,50000,60000,marriedFilingSeparately
1956,0.78,60000,70000,marriedFilingSeparately
1956,0.81,70000,80000,marriedFilingSeparately
1956,0.84,80000,90000,marriedFilingSeparately
1956,0.87,90000,100000,marriedFilingSeparately
1956,0.89,100000,150000,marriedFilingSeparately
1956,0.9,150000,200000,marriedFilingSeparately
1956,0.91,200000,,marriedFilingSeparately
1956,0.2,0,2000,single
1956,0.22,2000,4000,single
1956,0.26,4000,6000,single
1956,0.3,6000,8000,single
1956,0.34,8000,10000,single
1956,0.38,10000,12000,single
1956,0.43,12000,14000,single
1956,0.47,14000,16000,single
1956,0.5,16000,18000,single
1956,0.53,18000,20000,single
1956,0.56,20000,22000,single
1956,0.59,22000,26000,single
1956,0.62,26000,32000,single
1956,0.65,32000,38000,single
1956,0.69,38000,44000,single
1956,0.72,44000,50000,single
1956,0.75,50000,60000,single
1956,0.78,60000,70000,single
1956,0.81,70000,80000,single
1956,0.84,80000,90000,single
1956,0.87,90000,100000,single
1956,0.89,100000,150000,single
1956,0.9,150000,200000,single
1956,0.91,200000,,single
1955,0.2,0,2000,headOfHousehold
1955,0.21,2000,4000,headOfHousehold
1955,0.24,4000,6000,headOfHousehold
1955,0.26,6000,8000,headOfHousehold
1955,0.3,8000,10000,headOfHousehold
1955,0.32,10000,12000,headOfHousehold
1955,0.36,12000,14000,headOfHousehold
1955,0.39,14000,16000,headOfHousehold
1955,0.42,16000,18000,headOfHousehold
1955,0.43,18000,20000,headOfHousehold
1955,0.47,20000,22000,headOfHousehold
1955,0.49,22000,24000,headOfHousehold
1955,0.52,24000,28000,headOfHousehold
1955,0.54,28000,32000,headOfHousehold
1955,0.58,32000,38000,headOfHousehold
1955,0.62,38000,44000,headOfHousehold
1955,0.66,44000,50000,headOfHousehold
1955,0.68,50000,60000,headOfHousehold
1955,0.71,60000,70000,headOfHousehold
1955,0.74,70000,80000,headOfHousehold
1955,0.76,80000,90000,headOfHousehold
1955,0.8,90000,100000,headOfHousehold
1955,0.83,100000,150000,headOfHousehold
1955,0.87,150000,200000,headOfHousehold
1955,0.9,200000,300000,headOfHousehold
1955,0.91,300000,,headOfHousehold
1955,0.2,0,4000,marriedFilingJointly
1955,0.22,4000,8000,marriedFilingJointly
1955,0.26,8000,12000,marriedFilingJointly
1955,0.3,12000,16000,marriedFilingJointly
1955,0.34,16000,20000,marriedFilingJointly
1955,0.38,20000,24000,marriedFilingJointly
1955,0.43,24000,28000,marriedFilingJointly
1955,0.47,28000,32000,marriedFilingJointly
1955,0.5,32000,36000,marriedFilingJointly
1955,0.53,36000,40000,marriedFilingJointly
1955,0.56,40000,44000,marriedFilingJointly
1955,0.59,44000,52000,marriedFilingJointly
1955,0.62,52000,64000,marriedFilingJointly
1955,0.65,64000,76000,marriedFilingJointly
1955,0.69,76000,88000,marriedFilingJointly
1955,0.72,88000,100000,marriedFilingJointly
1955,0.75,100000,120000,marriedFilingJointly
1955,0.78,120000,140000,marriedFilingJointly
1955,0.81,140000,160000,marriedFilingJointly
1955,0.84,160000,180000,marriedFilingJointly
1955,0.87,180000,200000,marriedFilingJointly
1955,0.89,200000,300000,marriedFilingJointly
1955,0.9,300000,400000,marriedFilingJointly
1955,0.91,400000,,marriedFilingJointly
1955,0.2,0,2000,marriedFilingSeparately
1955,0.22,2000,4000,marriedFilingSeparately
1955,0.26,4000,6000,marriedFilingSeparately
1955,0.3,6000,8000,marriedFilingSeparately
1955,0.34,8000,10000,marriedFilingSeparately
1955,0.38,10000,12000,marriedFilingSeparately
1955,0.43,12000,14000,marriedFilingSeparately
1955,0.47,14000,16000,marriedFilingSeparately
1955,0.5,16000,18000,marriedFilingSeparately
1955,0.53,18000,20000,marriedFilingSeparately
1955,0.56,20000,22000,marriedFilingSeparately
1955,0.59,22000,26000,marriedFilingSeparately
1955,0.62,26000,32000,marriedFilingSeparately
1955,0.65,32000,38000,marriedFilingSeparately
1955,0.69,38000,44000,marriedFilingSeparately
1955,0.72,44000,50000,marriedFilingSeparately
1955,0.75,50000,60000,marriedFilingSeparately
1955,0.78,60000,70000,marriedFilingSeparately
1955,0.81,70000,80000,marriedFilingSeparately
1955,0.84,80000,90000,marriedFilingSeparately
1955,0.87,90000,100000,marriedFilingSeparately
1955,0.89,100000,150000,marriedFilingSeparately
1955,0.9,150000,200000,marriedFilingSeparately
1955,0.91,200000,,marriedFilingSeparately
1955,0.2,0,2000,single
1955,0.22,2000,4000,single
1955,0.26,4000,6000,single
1955,0.3,6000,8000,single
1955,0.34,8000,10000,single
1955,0.38,10000,12000,single
1955,0.43,12000,14000,single
1955,0.47,14000,16000,single
1955,0.5,16000,18000,single
1955,0.53,18000,20000,single
1955,0.56,20000,22000,single
1955,0.59,22000,26000,single
1955,0.62,26000,32000,single
1955,0.65,32000,38000,single
1955,0.69,38000,44000,single
1955,0.72,44000,50000,single
1955,0.75,50000,60000,single
1955,0.78,60000,70000,single
1955,0.81,70000,80000,single
1955,0.84,80000,90000,single
1955,0.87,90000,100000,single
1955,0.89,100000,150000,single
1955,0.9,150000,200000,single
1955,0.91,200000,,single
1954,0.2,0,2000,headOfHousehold
1954,0.21,2000,4000,headOfHousehold
1954,0.24,4000,6000,headOfHousehold
1954,0.26,6000,8000,headOfHousehold
1954,0.3,8000,10000,headOfHousehold
1954,0.32,10000,12000,headOfHousehold
1954,0.36,12000,14000,headOfHousehold
1954,0.39,14000,16000,headOfHousehold
1954,0.42,16000,18000,headOfHousehold
1954,0.43,18000,20000,headOfHousehold
1954,0.47,20000,22000,headOfHousehold
1954,0.49,22000,24000,headOfHousehold
1954,0.52,24000,28000,headOfHousehold
1954,0.54,28000,32000,headOfHousehold
1954,0.58,32000,38000,headOfHousehold
